compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender,weight_change_percent,weight_change_significance,itp,pubmed_id
Catechin,Caenorhabditis elegans,N2,800 ÂµM,,,6.5,S,,,Unknown,,,No,21805983
Catechin,Caenorhabditis elegans,N2,400 Î¼M,,,7.55,S,,,Unknown,,,No,21805983
Catechin,Caenorhabditis elegans,N2,300 ÂµM,,,5.85,S,,,Unknown,,,No,21805983
Catechin,Caenorhabditis elegans,N2,200 ÂµM,,,8.87,S,,,Unknown,,,No,21805983
Catechin,Caenorhabditis elegans,N2,100 ÂµM,,,8.39,S,,,Unknown,,,No,21805983
Ellagic acid,Caenorhabditis elegans,N2,300 ÂµM,,,-5.14,S,,,Unknown,,,No,21805983
Ellagic acid,Caenorhabditis elegans,N2,200 ÂµM,,,0.57,NS,,,Unknown,,,No,21805983
Ellagic acid,Caenorhabditis elegans,N2,100 ÂµM,,,0.93,NS,,,Unknown,,,No,21805983
Ellagic acid,Caenorhabditis elegans,N2,50 ÂµM,,,8.99,S,,,Unknown,,,No,21805983
Ellagic acid,Caenorhabditis elegans,N2,25 ÂµM,,,3.63,NS,,,Unknown,,,No,21805983
Gallic Acid,Caenorhabditis elegans,N2,800 ÂµM,,,2.06,NS,,,Unknown,,,No,21805983
Gallic Acid,Caenorhabditis elegans,N2,400 Î¼M,,,5.03,S,,,Unknown,,,No,21805983
Gallic Acid,Caenorhabditis elegans,N2,200 ÂµM,,,4.89,S,,,Unknown,,,No,21805983
Gallic Acid,Caenorhabditis elegans,N2,100 ÂµM,,,5.34,S,,,Unknown,,,No,21805983
Tannic acid,Caenorhabditis elegans,N2,400 Î¼M,,,-10.64,S,,,Unknown,,,No,21805983
Tannic acid,Caenorhabditis elegans,N2,300 ÂµM,,,-0.95,NS,,,Unknown,,,No,21805983
Tannic acid,Caenorhabditis elegans,N2,200 ÂµM,,,8.35,S,,,Unknown,,,No,21805983
Tannic acid,Caenorhabditis elegans,N2,100 ÂµM,,,17.6,S,,,Unknown,,,No,21805983
Tannic acid,Caenorhabditis elegans,N2,50 ÂµM,,,16.17,S,,,Unknown,,,No,21805983
Tannic acid,Caenorhabditis elegans,N2,25 ÂµM,,,10.26,S,,,Unknown,,,No,21805983
Gallic Acid,Caenorhabditis elegans,N2,300 ÂµM,,,10.0,S,,,Unknown,,,No,21805983
Curcumin,Caenorhabditis elegans,N2,20 ÂµM,,,39.0,S,,,Unknown,,,No,21855561
Royal Jelly,Caenorhabditis elegans,N2,10 Âµg/ml,,,18.0,S,44.0,,Unknown,,,No,21858156
Astragalus extract,Caenorhabditis elegans,N2,1-2.5 mg/ml,,,23.8,S,,,Unknown,,,No,21892924
Lonidamine,Caenorhabditis elegans,,5 ÂµM,,,8.0,S,8.0,,Unknown,,,No,21932172
Astaxanthin,Caenorhabditis elegans,N2,1 mM,,,28.6,S,21.7,,Unknown,,,No,22013497
Dafadine-A,Caenorhabditis elegans,N2,50 ÂµM,,,29.0,S,,,Unknown,,,No,22057127
Ciclopirox olamine,Caenorhabditis elegans,N2,0.0001,,,41.0,S,52.0,,Unknown,,,No,22114686
Bacitracin,Caenorhabditis elegans,N2,0.01,,,58.5,S,74.0,,Unknown,,,No,22114686
Baicalein,Caenorhabditis elegans,N2,0.001,,,36.7,S,52.0,,Unknown,,,No,22114686
Acetaminophen,Caenorhabditis elegans,N2,0.10%,,,48.6,S,66.0,,Unknown,,,No,22114686
Fluoranthene,Caenorhabditis elegans,N2,5 Î¼g/mL,,,-52.82,S,,,Unknown,,,No,22132200
Naringenin,Caenorhabditis elegans,N2,100 ÂµM,,,-1.33,NS,3.35,,Unknown,,,No,22155175
Kaempferol,Caenorhabditis elegans,N2,100 ÂµM,,,5.63,S,6.65,,Unknown,,,No,22155175
Quercetin,Caenorhabditis elegans,N2,100 ÂµM,,,5.79,S,18.35,,Unknown,,,No,22155175
Myricetin,Caenorhabditis elegans,N2,100 ÂµM,,,17.99,S,21.65,,Unknown,,,No,22155175
Reserpine,Caenorhabditis elegans,N2,60 uM,,,30.0,S,,,Unknown,,,No,22212533
Icariin,Caenorhabditis elegans,N2,45 ÂµM,,,20.7,S,,,Unknown,,,No,22216122
Damnacanthus officinarum root extract,Caenorhabditis elegans,N2,1200 Âµg/mL,,,30.3,S,,,Unknown,,,No,22370553
Damnacanthus officinarum leaf extract,Caenorhabditis elegans,N2,1200 Âµg/mL,,,18.6,S,,,Unknown,,,No,22370553
L-theanine,Caenorhabditis elegans,N2,0.1 ÂµM,,,3.6,S,4.4,,Unknown,,,No,22422488
Deferoxamine ,Caenorhabditis elegans,N2,100 ÂµM ,,,-4.45,NS,,,Unknown,,,No,22445852
Ferric ammonium citrate,Caenorhabditis elegans,N2,9 mM,,,0.53,NS,,,Unknown,,,No,22445852
Ferric ammonium citrate,Caenorhabditis elegans,N2,25 mM,,,-23.16,S,,,Unknown,,,No,22445852
Ferric ammonium citrate,Caenorhabditis elegans,N2,10 mM,,,-2.13,NS,,,Unknown,,,No,22445852
Proline,Caenorhabditis elegans,N2,5 ÂµM,,,5.8,S,,,Unknown,,,No,22482728
Tocotrienol,Caenorhabditis elegans,N2,86 Âµg,,,21.0,S,18.0,,Unknown,,,No,22484623
Tocotrienol,Caenorhabditis elegans,N2,259 Âµg,,,12.0,S,11.0,,Unknown,,,No,22484623
Tocotrienol,Caenorhabditis elegans,N2,26 Âµg,,,8.6,S,3.5,,Unknown,,,No,22484623
Gamma-tocopherol,Caenorhabditis elegans,N2,43 Âµg,,,10.1,S,12.3,,Unknown,,,No,22484623
Astaxanthin,Caenorhabditis elegans,N2,6 Âµg,,,20.8,S,14.6,,Unknown,,,No,22484623
Tannic acid,Caenorhabditis elegans,N2,50 ÂµM,,,16.0,S,,,Unknown,,,No,22493606
Tannic acid,Caenorhabditis elegans,N2,100 ÂµM,,,19.0,S,,,Unknown,,,No,22493606
Tannic acid,Caenorhabditis elegans,N2,100 ÂµM,,,18.0,S,,,Unknown,,,No,22493606
Quercetin,Caenorhabditis elegans,N2,200 ÂµM,,,10.0,S,,,Unknown,,,No,22493606
Tannic acid,Caenorhabditis elegans,N2,25 ÂµM,,,10.0,S,,,Unknown,,,No,22493606
Tannic acid,Caenorhabditis elegans,N2,400 ÂµM,,,-11.0,S,,,Unknown,,,No,22493606
Tannic acid,Caenorhabditis elegans,N2,200 ÂµM,,,8.0,S,,,Unknown,,,No,22493606
Tannic acid,Caenorhabditis elegans,N2,300 ÂµM,,,1.0,NS,,,Unknown,,,No,22493606
Quercetin,Caenorhabditis elegans,N2,100 ÂµM,,,11.0,S,,,Unknown,,,No,22493606
Quercetin,Caenorhabditis elegans,N2,200 ÂµM,,,9.0,S,,,Unknown,,,No,22493606
Quercetin,Caenorhabditis elegans,N2,50 ÂµM,,,2.0,NS,,,Unknown,,,No,22493606
Quercetin,Caenorhabditis elegans,N2,250 ÂµM,,,-7.0,S,,,Unknown,,,No,22493606
"1,2,4-triazolo[1,5-a]pyridine",Caenorhabditis elegans,N2,500 nM,,,12.0,S,,,Unknown,,,No,22509764
Proanthocycanidin,Caenorhabditis elegans,N2,67 Âµg/ml,,,36.6,S,,,Unknown,,,No,22509764
HuminFeed,Caenorhabditis elegans,N2,400 ÂµM,,,12.5,S,,,Unknown,,,No,22529848
HF-HQ,Caenorhabditis elegans,N2,400 ÂµM,,,20.0,S,,,Unknown,,,No,22529848
Rapamycin,Caenorhabditis elegans,N2,100 ÂµM,,,19.0,S,,,Unknown,,,No,22560223
Tyrosol,Caenorhabditis elegans,fer-15(b26),250 ÂµM,,,19.1,S,10.8,,Unknown,,,No,22824366
Cranberry extract,Caenorhabditis elegans,N2,2 mg/mL,,,32.5,S,,,Unknown,,,No,22864793
Aspirin,Caenorhabditis elegans,N2,1 ÂµM,,,20.9,S,,,Unknown,,,No,22866967
Aspirin,Caenorhabditis elegans,N2,0.5 ÂµM,,,23.0,S,,,Unknown,,,No,22866967
Salicylic acid,Caenorhabditis elegans,N2,1 ÂµM,,,13.9,S,,,Unknown,,,No,22866967
Quinic acid,Caenorhabditis elegans,N2,0.4 mg/mL,,,-3.6,NS,,,Unknown,,,No,22950425
Quinic acid,Caenorhabditis elegans,N2,0.2 mg/mL,,,2.2,NS,,,Unknown,,,No,22950425
Quinic acid,Caenorhabditis elegans,N2,0.1 mg/mL,,,6.9,S,,,Unknown,,,No,22950425
Quinic acid,Caenorhabditis elegans,N2,0.05 mg/mL,,,3.2,S,,,Unknown,,,No,22950425
Resveratrol,Caenorhabditis elegans,N2,100 ÂµM,,,5.2,S,,,Unknown,,,No,22950425
4-hydroxy-E-globularinin,Caenorhabditis elegans,N2,20 ÂµM,,,18.8,S,,,Unknown,,,No,23000058
4-hydroxy-E-globularinin,Caenorhabditis elegans,N2,2 ÂµM,,,8.1,S,,,Unknown,,,No,23000058
4-hydroxy-E-globularinin,Caenorhabditis elegans,N2,200 ÂµM,,,6.4,S,,,Unknown,,,No,23000058
Dimethyl formamide,Caenorhabditis elegans,N2,0.0075,,,33.0,S,54.0,,Unknown,,,No,23313473
Baicalein,Caenorhabditis elegans,N2,100 ÂµM,,,45.0,,24.0,,Unknown,,,No,23339711
Omega-6,Caenorhabditis elegans,N2,10 ÂµM,,,16.0,S,,,Unknown,,,No,23392608
DhHP-6,Caenorhabditis elegans,N2,100 ÂµM,,,19.1,S,,,Unknown,,,No,23410029
DETA NONOate,Caenorhabditis elegans,N2,1 mM,,,8.9,S,,,Unknown,,,No,23415229
MAHMA-NONOate,Caenorhabditis elegans,N2,1 mM,,,14.1,S,,,Unknown,,,No,23415229
Fumarate,Caenorhabditis elegans,N2,10 mM,,,16.0,S,,,Unknown,,,No,23472183
Malate,Caenorhabditis elegans,N2,10 mM,,,14.0,S,,,Unknown,,,No,23472183
Aspirin,Caenorhabditis elegans,N2,100 ÂµM,,,16.0,S,,,Unknown,,,No,23485446
Ascr#2,Caenorhabditis elegans,N2,400 nM,,,14.0,S,,,Unknown,,,No,23509272
Ascr#3,Caenorhabditis elegans,N2,400 nM,,,21.0,S,,,Unknown,,,No,23509272
Platycladus orientalis extract,Caenorhabditis elegans,N2,500 Âµg/ml,,,26.5,S,,,Unknown,,,No,23523941
Huperzine A,Caenorhabditis elegans,N2,300 ÂµM,,,13.8,S,,,Unknown,,,No,23523941
Fish oil,Caenorhabditis elegans,N2,1 mg/plate,,,9.6,S,,,Unknown,,,No,23526170
Fish oil,Caenorhabditis elegans,N2,0.5 mg/plate,,,8.9,NS,,,Unknown,,,No,23526170
Fish oil,Caenorhabditis elegans,N2,2 mg/plate,,,-12.8,S,,,Unknown,,,No,23526170
Arsenite,Caenorhabditis elegans,N2,100 nM,,,10.0,S,,,Unknown,,,No,23534459
Phenformin,Caenorhabditis elegans,N2,4.5 mM,,,29.0,S,,,Unknown,,,No,23540700
Phosphatidylinositol ether lipid analogue 24 ,Caenorhabditis elegans,N2,1 ÂµM,,,14.0,S,,,Unknown,,,No,23543623
Phosphatidylinositol ether lipid analogue 6,Caenorhabditis elegans,N2,1 ÂµM,,,10.0,S,,,Unknown,,,No,23543623
Pictilisib,Caenorhabditis elegans,N2,1 ÂµM,,,9.6,S,,,Unknown,,,No,23543623
Wortmannin,Caenorhabditis elegans,N2,1 ÂµM,,,-4.1,S,,,Unknown,,,No,23543623
Resveratrol,Caenorhabditis elegans,N2,200 ÂµM,,,0.5,NS,,,Unknown,,,No,23600385
Resveratrol,Caenorhabditis elegans,N2,100 ÂµM,,,-4.0,NS,,,Unknown,,,No,23600385
Resveratrol,Caenorhabditis elegans,N2,50 ÂµM,,,-0.4,NS,,,Unknown,,,No,23600385
Fenofibrate,Caenorhabditis elegans,N2,10 ÂµM,,,19.0,S,,,Unknown,,,No,23603800
Bezafibrate,Caenorhabditis elegans,N2,10 ÂµM,,,13.0,S,,,Unknown,,,No,23603800
Clofibrate,Caenorhabditis elegans,N2,10 ÂµM,,,16.0,S,,,Unknown,,,No,23603800
Rapamycin,Caenorhabditis elegans,N2,1 nM,,,16.2,S,,,Unknown,,,No,23698443
Rapamycin,Caenorhabditis elegans,N2,1 nM,,,20.6,S,,,Unknown,,,No,23698443
Resveratrol,Caenorhabditis elegans,N2,100 ÂµM,,,11.3,S,,,Unknown,,,No,23698443
Ethidium bromide,Caenorhabditis elegans,N2,5 Âµg/ml,,,30.1,S,,,Unknown,,,No,23698443
Doxycycline,Caenorhabditis elegans,N2,6 Âµg/ml,,,17.6,S,,,Unknown,,,No,23698443
Doxycycline,Caenorhabditis elegans,SJ4101,30 Âµg/ml,,,25.4,S,,,Unknown,,,No,23698443
Doxycycline,Caenorhabditis elegans,SJ4101,60 Âµg/ml,,,23.7,S,,,Unknown,,,No,23698443
Doxycycline,Caenorhabditis elegans,SJ4101,6 Âµg/ml,,,12.1,S,,,Unknown,,,No,23698443
Doxycycline,Caenorhabditis elegans,N2,30 Âµg/ml,,,36.48,S,,,Unknown,,,No,23698443
Chloramphenicol,Caenorhabditis elegans,N2,100 Âµg/ml,,,15.8,S,,,Unknown,,,No,23698443
Myricetin,Caenorhabditis elegans,N2,100 ÂµM,,,32.9,S,,,Unknown,,,No,23736695
Protocatechuic acid,Caenorhabditis elegans,N2,100 ÂµM,,,23.0,S,25.0,,Unknown,,,No,23780797
Protocatechuic acid,Caenorhabditis elegans,N2,200 ÂµM,,,38.9,S,40.0,,Unknown,,,No,23780797
Apple extract,Caenorhabditis elegans,N2,10 mg/ml,,,39.0,S,25.0,,Unknown,,,No,23878618
Electrolyzed reduced water,Caenorhabditis elegans,N2,,,,17.5,S,10.7,,Unknown,,,No,23959012
Electrolyzed reduced water,Caenorhabditis elegans,N2,,,,17.3,S,13.8,,Unknown,,,No,23959012
Sulfamethoxazole,Caenorhabditis elegans,N2,200 ÂµM,,,28.0,S,0.0,,Unknown,,,No,24034891
Sulfamethoxazole,Caenorhabditis elegans,N2,100 ÂµM,,,34.0,S,0.0,,Unknown,,,No,24034891
Sulfamethoxazole,Caenorhabditis elegans,N2,400 ÂµM,,,18.0,S,0.0,,Unknown,,,No,24034891
Nicotinamide,Caenorhabditis elegans,N2,100 ÂµM,,,6.5,S,6.0,,Unknown,,,No,24077178
1-methyl nicotinamide,Caenorhabditis elegans,N2,1 ÂµM,,,7.7,S,11.0,,Unknown,,,No,24077178
GYY4137,Caenorhabditis elegans,N2,100 ÂµM,,,0.4,NS,,,Unknown,,,No,24093496
Vincristine sulfate,Caenorhabditis elegans,,88 ÂµM,,,12.0,S,,,Unknown,,,No,24134630
Vinpocetine,Caenorhabditis elegans,,33 ÂµM,,,15.0,S,,,Unknown,,,No,24134630
Tyrphostin AG 1478,Caenorhabditis elegans,,33 ÂµM,,,11.0,S,,,Unknown,,,No,24134630
Trequinsin hydrochloride,Caenorhabditis elegans,,88 ÂµM,,,27.0,S,,,Unknown,,,No,24134630
Psora-4,Caenorhabditis elegans,,88 ÂµM,,,42.0,S,,,Unknown,,,No,24134630
Thioridazine hydrochloride,Caenorhabditis elegans,,33 ÂµM,,,31.0,S,,,Unknown,,,No,24134630
SU 4312,Caenorhabditis elegans,,88 ÂµM,,,5.0,S,,,Unknown,,,No,24134630
Propionylpromazine hydrochloride,Caenorhabditis elegans,,33 ÂµM,,,20.0,S,,,Unknown,,,No,24134630
Quinidine sulfate,Caenorhabditis elegans,,33 ÂµM,,,12.0,S,,,Unknown,,,No,24134630
Nitrendipine,Caenorhabditis elegans,,88 ÂµM,,,25.0,S,,,Unknown,,,No,24134630
Pergolide methanesulfonate,Caenorhabditis elegans,,13 ÂµM,,,37.0,S,,,Unknown,,,No,24134630
Promethazine hydrochloride,Caenorhabditis elegans,,176 ÂµM,,,32.0,S,,,Unknown,,,No,24134630
Nicardipine hydrochloride,Caenorhabditis elegans,,176 ÂµM,,,23.0,S,,,Unknown,,,No,24134630
Oxatomide,Caenorhabditis elegans,,88 ÂµM,,,25.0,S,,,Unknown,,,No,24134630
Octoclothepin maleate,Caenorhabditis elegans,,13 ÂµM,,,38.0,S,,,Unknown,,,No,24134630
Nortriptyline hydrochloride,Caenorhabditis elegans,,88 ÂµM,,,21.0,S,,,Unknown,,,No,24134630
Naftopidil dihydrochloride,Caenorhabditis elegans,,33 ÂµM,,,14.0,S,,,Unknown,,,No,24134630
N-(2-[4-(4-chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide,Caenorhabditis elegans,,33 ÂµM,,,35.0,S,,,Unknown,,,No,24134630
Minocycline hydrochloride,Caenorhabditis elegans,,88 ÂµM,,,29.0,S,,,Unknown,,,No,24134630
Methylergonovine maleate,Caenorhabditis elegans,,88 ÂµM,,,28.0,S,,,Unknown,,,No,24134630
Mianserin,Caenorhabditis elegans,,50 ÂµM,,,32.0,S,,,Unknown,,,No,24134630
Metergoline,Caenorhabditis elegans,,33 ÂµM,,,23.0,S,,,Unknown,,,No,24134630
"LY-367,265",Caenorhabditis elegans,,33 ÂµM,,,34.0,S,,,Unknown,,,No,24134630
"LY-165,163",Caenorhabditis elegans,,33 ÂµM,,,33.0,S,,,Unknown,,,No,24134630
Loxapine succinate,Caenorhabditis elegans,,88 ÂµM,,,43.0,S,,,Unknown,,,No,24134630
Loratadine,Caenorhabditis elegans,,33 ÂµM,,,18.0,S,,,Unknown,,,No,24134630
LFM-A13,Caenorhabditis elegans,,88 ÂµM,,,27.0,S,,,Unknown,,,No,24134630
Ketanserin tartrate,Caenorhabditis elegans,,176 ÂµM,,,13.0,S,,,Unknown,,,No,24134630
Kenpaullone,Caenorhabditis elegans,,88 ÂµM,,,27.0,S,,,Unknown,,,No,24134630
Hexahydro-sila-diphenidol,Caenorhabditis elegans,,88 ÂµM,,,15.0,S,,,Unknown,,,No,24134630
Guanabenz acetate,Caenorhabditis elegans,,88 ÂµM,,,12.0,S,,,Unknown,,,No,24134630
Guanfacine hydrochloride,Caenorhabditis elegans,,13 ÂµM,,,15.0,S,,,Unknown,,,No,24134630
Eliprodil,Caenorhabditis elegans,,88 ÂµM,,,16.0,S,,,Unknown,,,No,24134630
Doxycycline hydrochloride,Caenorhabditis elegans,,33 ÂµM,,,18.0,S,,,Unknown,,,No,24134630
Doxazosin mesylate,Caenorhabditis elegans,,33 ÂµM,,,15.0,S,,,Unknown,,,No,24134630
Dihydroergocristine methanesulfonate,Caenorhabditis elegans,,176 ÂµM,,,34.0,S,,,Unknown,,,No,24134630
Demeclocycline hydrochloride,Caenorhabditis elegans,,33 ÂµM,,,16.0,S,,,Unknown,,,No,24134630
Dihydroergotamine methanesulfonate,Caenorhabditis elegans,,88 ÂµM,,,24.0,S,,,Unknown,,,No,24134630
DAPH,Caenorhabditis elegans,,13 ÂµM,,,15.0,S,,,Unknown,,,No,24134630
Cyproterone acetate,Caenorhabditis elegans,,33 ÂµM,,,23.0,S,,,Unknown,,,No,24134630
Danazol,Caenorhabditis elegans,,33 ÂµM,,,13.0,S,,,Unknown,,,No,24134630
Cyclosporin A,Caenorhabditis elegans,,88 ÂµM,,,18.0,S,,,Unknown,,,No,24134630
BTCP hydrochloride,Caenorhabditis elegans,,88 ÂµM,,,14.0,S,,,Unknown,,,No,24134630
Cortexolone maleate,Caenorhabditis elegans,,33 ÂµM,,,11.0,S,,,Unknown,,,No,24134630
Cinnarizine,Caenorhabditis elegans,,33 ÂµM,,,15.0,S,,,Unknown,,,No,24134630
Cis-(Z)-Flupenthixol dihydrochloride,Caenorhabditis elegans,,33 ÂµM,,,30.0,S,,,Unknown,,,No,24134630
Chlorprothixene hydrochloride,Caenorhabditis elegans,,13 ÂµM,,,33.0,S,,,Unknown,,,No,24134630
BRL 50481,Caenorhabditis elegans,,176 ÂµM,,,18.0,S,,,Unknown,,,No,24134630
Beta-estradiol,Caenorhabditis elegans,,33 ÂµM,,,7.0,S,,,Unknown,,,No,24134630
BRL 15572,Caenorhabditis elegans,,33 ÂµM,,,10.0,S,,,Unknown,,,No,24134630
Amoxapine,Caenorhabditis elegans,,88 ÂµM,,,33.0,S,,,Unknown,,,No,24134630
Amperozide hydrochloride,Caenorhabditis elegans,,13 ÂµM,,,38.0,S,,,Unknown,,,No,24134630
"7-cyclopentyl-5-(4-phenoxy)phenyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamine",Caenorhabditis elegans,,33 ÂµM,,,11.0,S,,,Unknown,,,No,24134630
4-phenyl-3-furoxancarbonitrile,Caenorhabditis elegans,,88 ÂµM,,,30.0,S,,,Unknown,,,No,24134630
AMN082,Caenorhabditis elegans,,33 ÂµM,,,8.0,S,,,Unknown,,,No,24134630
"3,4-dichloroisocoumarin",Caenorhabditis elegans,,88 ÂµM,,,13.0,S,,,Unknown,,,No,24134630
"(R,R)-cis-Diethyl tetrahydro-2,8-chrysenediol",Caenorhabditis elegans,,33 ÂµM,,,7.0,S,,,Unknown,,,No,24134630
Rotenone,Caenorhabditis elegans,N2,100 nM,,,10.0,S,,,Hermaphrodite,,,No,24199155
Piericidin A,Caenorhabditis elegans,N2,100 nM,,,5.0,S,,,Unknown,,,No,24199155
MPTP,Caenorhabditis elegans,N2,10 nM,,,8.0,S,,,Hermaphrodite,,,No,24199155
Chicoric acid,Caenorhabditis elegans,N2,100 ÂµM,,,21.0,S,8.0,,Unknown,,,No,24244361
GYY4137,Caenorhabditis elegans,N2,100 ÂµM,,,20.9,S,,,Unknown,,,No,24260346
NT219,Caenorhabditis elegans,N2,600 Î¼m,,,0.16,NS,,,Unknown,,,No,24261972
Vitamin D3,Caenorhabditis elegans,N2,1000 Âµg/ml,,,23.0,S,,,Unknown,,,No,24304198
Polydatin,Caenorhabditis elegans,N2,1 mM,,,30.0,S,,,Unknown,,,No,24305800
Rapamycin,Caenorhabditis elegans,N2,100 ÂµM,,,26.0,S,34.84,,Unknown,,,No,24332851
Korean mistletoe extract,Caenorhabditis elegans,N2,50 Âµg/ml,,,9.6,S,,,Unknown,,,No,24337961
Lithium Chloride,Caenorhabditis elegans,JK1107,10 mM,,,0.1,,0.0,,Unknown,,,No,24398558
Lithium Chloride,Caenorhabditis elegans,JK1107 (glp-1),10 mM,,,11.0,S,,,Unknown,,,No,24398558
Celastrol,Caenorhabditis elegans,N2,7 Âµmol/l,,,17.4,S,,,Unknown,,,No,24416295
Celastrol,Caenorhabditis elegans,N2,7 Âµmol/l,,,13.8,S,,,Unknown,,,No,24416295
Sesamin,Caenorhabditis elegans,N2,6.3 Âµg,,,14.1,S,,,Unknown,,,No,24549958
Sesamin,Caenorhabditis elegans,N2,12.5 Âµg,,,10.9,S,,,Unknown,,,No,24549958
Sesamin,Caenorhabditis elegans,N2,25 Âµg,,,0.8,NS,,,Unknown,,,No,24549958
Sesamin,Caenorhabditis elegans,N2,3.1 Âµg,,,10.5,S,,,Unknown,,,No,24549958
Cranberry extract,Caenorhabditis elegans,N2,2 mg/ml,,,14.4,S,,,Unknown,,,No,24566444
Cranberry extract,Caenorhabditis elegans,N2,2 mg/ml,,,20.0,S,,,Unknown,,,No,24566444
Cranberry extract,Caenorhabditis elegans,N2,2 mg/ml,,,12.8,S,,,Unknown,,,No,24566444
N-acetylglucosamine,Caenorhabditis elegans,N2,10 mM,,,50.0,S,,,Unknown,,,No,24630720
D-glucosamine,Caenorhabditis elegans,N2,10 mM,,,11.0,S,8.0,,Unknown,,,No,24714520
Caffeine,Caenorhabditis elegans,N2,5 mM,,,28.5,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,10 mM,,,36.7,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,5 mM,,,10.8,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,50 mM,,,-40.9,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,20 mM,,,21.6,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,7.5 mM,,,19.6,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,2.5 mM,,,17.2,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,10 mM,,,16.9,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,7.5 mM,,,8.7,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,0.5 mM,,,7.7,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,5 mM,,,-13.6,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,30 mM,,,-24.4,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,7.5 mM,,,-11.6,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,75 mM,,,-82.8,S,,,Unknown,,,No,24764514
Caffeine,Caenorhabditis elegans,N2,100 mM,,,-89.5,S,,,Unknown,,,No,24764514
Alpha-ketoglutarate,Caenorhabditis elegans,N2,8 mM,,,29.4,S,,,Unknown,,,No,24828042
Beta-caryophyllene,Caenorhabditis elegans,N2,100 ÂµM,,,14.9,S,,,Unknown,,,No,24835194
Beta-caryophyllene,Caenorhabditis elegans,N2,50 ÂµM,,,22.2,S,,,Unknown,,,No,24835194
Beta-caryophyllene,Caenorhabditis elegans,N2,25 ÂµM,,,11.2,S,,,Unknown,,,No,24835194
Metformin,Caenorhabditis elegans,N2,25 mM,,,57.3,S,,,Unknown,,,No,24889636
Metformin,Caenorhabditis elegans,N2,25 mM,,,-4.7,NS,,,Unknown,,,No,24889636
Metformin,Caenorhabditis elegans,N2,25 mM,,,47.4,S,,,Unknown,,,No,24889636
Metformin,Caenorhabditis elegans,N2,25 mM,,,44.0,S,,,Unknown,,,No,24889636
Metformin,Caenorhabditis elegans,N2,25 mM,,,30.6,S,,,Unknown,,,No,24889636
Metformin,Caenorhabditis elegans,N2,50 mM,,,9.4,NS,,,Unknown,,,No,24889636
Metformin,Caenorhabditis elegans,N2,25 mM,,,29.7,S,,,Unknown,,,No,24889636
Metformin,Caenorhabditis elegans,N2,6.25 mM,,,17.0,S,,,Unknown,,,No,24889636
Metformin,Caenorhabditis elegans,N2,12.5 mM,,,13.0,S,,,Unknown,,,No,24889636
Metformin,Caenorhabditis elegans,N2,100 mM,,,6.3,NS,,,Unknown,,,No,24889636
Fluvastatin,Caenorhabditis elegans,N2,50 ÂµM,,,13.0,S,,,Unknown,,,No,24923838
Fluvastatin,Caenorhabditis elegans,N2,20âÎ¼M,,,14.0,S,,,Unknown,,,No,24923838
Shi Quan Da Bu Wan,Caenorhabditis elegans,N2,6.2 g/L,,,14.5,S,,,Unknown,,,No,24952637
Shengmai Yin,Caenorhabditis elegans,N2,48.0 g/L,,,47.3,S,,,Unknown,,,No,24952637
Liuwei Dihuang Wan,Caenorhabditis elegans,N2,4.2 g/L,,,12.6,S,,,Unknown,,,No,24952637
Erchen wan,Caenorhabditis elegans,N2,1.5 g/L,,,21.8,NS,,,Unknown,,,No,24952637
Huan Shao Dan,Caenorhabditis elegans,N2,6.8 g/L,,,38.3,S,,,Unknown,,,No,24952637
Caffeic acid phenethylester,Caenorhabditis elegans,,,,,9.0,S,17.0,,Unknown,,,No,24964141
D-beta-hydroxybutyrate,Caenorhabditis elegans,N2,20 mM,,,26.0,S,,,Unknown,,,No,25127866
Astragalus extract,Caenorhabditis elegans,N2,400 Âµg/ml,,,19.6,S,,,Unknown,,,No,25186652
Astragalus extract,Caenorhabditis elegans,N2,100 Âµg/ml,,,22.8,S,,,Unknown,,,No,25186652
Astragalus extract,Caenorhabditis elegans,N2,200 Âµg/ml,,,20.7,S,,,Unknown,,,No,25186652
Astragalus extract,Caenorhabditis elegans,N2,600 Âµg/ml,,,30.8,S,,,Unknown,,,No,25186652
