drug_name,(S)-limonene 6-monooxygenase activity,(S)-limonene 7-monooxygenase activity,3'-UTR-mediated mRNA stabilization,3-deoxyglucosone dehydrogenase activity,5'-flap endonuclease activity,B cell proliferation involved in immune response,D-aspartate import across plasma membrane,DNA binding domain binding,"DNA binding, bending",DNA catabolic process,DNA damage checkpoint signaling,DNA recombination,DNA-directed DNA polymerase activity,DNA-templated DNA replication,DNA-templated transcription termination,ERBB2-EGFR signaling pathway,ERBB2-ERBB3 signaling pathway,GTP binding,Leydig cell differentiation,NF-kappaB binding,RNA polymerase binding,SA node cell action potential,T cell activation,T-helper 1 type immune response,TFIIIC-class transcription factor complex binding,UTP binding,Y-form DNA binding,actin filament polymerization,acute-phase response,adaptive immune response,aflatoxin metabolic process,alpha-beta T cell differentiation,anaphase-promoting complex binding,androgen metabolic process,angiogenesis,anterior/posterior pattern specification,antiviral innate immune response,apolipoprotein binding,axon guidance,behavioral response to ethanol,beta-tubulin binding,blood vessel remodeling,calcitriol biosynthetic process from calciol,calcium ion binding,calcium ion homeostasis,calcium ion import across plasma membrane,cardiac muscle cell action potential involved in contraction,cardiac neural crest cell development involved in heart development,cell activation,cell migration involved in sprouting angiogenesis,cell population proliferation,cellular oxidant detoxification,cellular response to hydroxyurea,cellular response to lipoteichoic acid,cellular response to mechanical stimulus,cellular response to non-ionic osmotic stress,cellular response to nutrient,cellular response to osmotic stress,cellular response to platelet-derived growth factor stimulus,cellular response to steroid hormone stimulus,cellular response to tumor necrosis factor,cerebral cortex development,channel activity,chaperone-mediated protein complex assembly,chloride transmembrane transport,chondrocyte differentiation,circadian rhythm,cis-regulatory region sequence-specific DNA binding,conditioned place preference,connective tissue development,cysteine-type peptidase activity,damaged DNA binding,defense response,defense response to bacterium,dendritic cell chemotaxis,dentate gyrus development,dinitrosyl-iron complex binding,dioxygenase activity,dopaminergic neuron differentiation,embryonic digestive tract development,enzyme activator activity,establishment of protein localization to membrane,face morphogenesis,fat cell differentiation,fatty acid biosynthetic process,fatty acid catabolic process,female meiosis chromosome segregation,forked DNA-dependent helicase activity,four-way junction helicase activity,fructosamine catabolic process,habituation,heat shock protein binding,hematopoietic progenitor cell differentiation,hemostasis,high-density lipoprotein particle remodeling,histone H3K56 methyltransferase activity,histone H3K9 methyltransferase activity,histone H3K9 monomethyltransferase activity,homeostasis of number of cells,icosanoid biosynthetic process,inner ear development,integrin-mediated signaling pathway,interleukin-1-mediated signaling pathway,intracellular receptor signaling pathway,intrinsic apoptotic signaling pathway in response to DNA damage,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,intrinsic apoptotic signaling pathway in response to osmotic stress,isoursodeoxycholate 7-beta-dehydrogenase (NAD+) activity,killing of cells of another organism,lactation,leukocyte migration,leukotriene metabolic process,lipid homeostasis,lipoprotein metabolic process,lipoprotein particle binding,long-term synaptic potentiation,lung morphogenesis,membrane depolarization during atrial cardiac muscle cell action potential,mesoderm formation,metalloendopeptidase activity,minor groove of adenine-thymine-rich DNA binding,mitotic chromosome condensation,mitotic cleavage furrow formation,mitotic spindle assembly checkpoint signaling,monoatomic ion transmembrane transport,mononuclear cell proliferation,myelination,negative regulation of DNA replication,negative regulation of DNA-templated transcription,negative regulation of G1/S transition of mitotic cell cycle,negative regulation of MAPK cascade,negative regulation of T cell activation,negative regulation of T cell proliferation,negative regulation of angiogenesis,negative regulation of calcium ion transport into cytosol,negative regulation of cardiac muscle cell apoptotic process,negative regulation of cell differentiation,negative regulation of cold-induced thermogenesis,negative regulation of cytokine production,negative regulation of cytokine production involved in inflammatory response,negative regulation of epithelial cell proliferation,negative regulation of establishment of protein localization to mitochondrion,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of insulin receptor signaling pathway,negative regulation of interleukin-17 production,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,negative regulation of myoblast differentiation,negative regulation of neuroblast proliferation,negative regulation of ossification,negative regulation of platelet activation,negative regulation of protein phosphorylation,negative regulation of synaptic transmission,negative regulation of type I interferon production,negative regulation of vitamin D biosynthetic process,negative regulation of wound healing,nervous system development,neural tube development,neuron projection regeneration,nodal signaling pathway,nuclear division,nuclear steroid receptor activity,nucleotide metabolic process,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",pentose biosynthetic process,peptidase activity,peptidyl-tyrosine autophosphorylation,phosphatidylinositol-3-phosphate biosynthetic process,phosphoprotein binding,pigmentation,placenta development,platelet-derived growth factor receptor signaling pathway,positive regulation of ERK1 and ERK2 cascade,positive regulation of G1/S transition of mitotic cell cycle,positive regulation of Ras protein signal transduction,positive regulation of activated T cell proliferation,positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,positive regulation of axonogenesis,positive regulation of cell adhesion,positive regulation of cell growth,positive regulation of cellular senescence,positive regulation of chemotaxis,positive regulation of cytoplasmic translational initiation,positive regulation of developmental pigmentation,positive regulation of endothelial cell chemotaxis,positive regulation of gene expression,positive regulation of gene expression via chromosomal CpG island demethylation,positive regulation of glial cell proliferation,positive regulation of insulin secretion involved in cellular response to glucose stimulus,positive regulation of integrin biosynthetic process,positive regulation of interleukin-1 beta production,positive regulation of interleukin-6 production,positive regulation of interleukin-8 production,positive regulation of intracellular estrogen receptor signaling pathway,positive regulation of macromolecule biosynthetic process,positive regulation of mesenchymal cell proliferation,positive regulation of miRNA metabolic process,positive regulation of muscle contraction,positive regulation of neuron apoptotic process,positive regulation of neuron projection development,positive regulation of osteoblast proliferation,positive regulation of peptidyl-threonine phosphorylation,positive regulation of positive chemotaxis,positive regulation of protein export from nucleus,positive regulation of protein localization to cell surface,positive regulation of transcription initiation by RNA polymerase II,positive regulation of tumor necrosis factor production,positive regulation of vascular endothelial cell proliferation,presynaptic modulation of chemical synaptic transmission,proline-rich region binding,prostate epithelial cord elongation,protein complex oligomerization,protein export from nucleus,protein kinase activity,protein kinase binding,protein refolding,protein-containing complex binding,protein-macromolecule adaptor activity,pyrimidine dimer repair,receptor-mediated endocytosis,regulation of DNA-templated DNA replication initiation,regulation of angiogenesis,regulation of atrial cardiac muscle cell membrane depolarization,regulation of autophagosome assembly,regulation of branching involved in prostate gland morphogenesis,regulation of canonical NF-kappaB signal transduction,regulation of cell migration,regulation of defense response to virus by host,regulation of dendritic spine morphogenesis,regulation of dopamine uptake involved in synaptic transmission,regulation of endocytosis,regulation of locomotor rhythm,regulation of microtubule-based movement,regulation of mitotic cell cycle phase transition,regulation of nitric-oxide synthase activity,regulation of postsynaptic neurotransmitter receptor internalization,regulation of protein import into nucleus,regulation of protein metabolic process,regulation of signaling,regulation of smooth muscle cell migration,regulation of systemic arterial blood pressure by renin-angiotensin,regulation of thymocyte apoptotic process,regulatory T cell differentiation,replicative senescence,"response to 2,3,7,8-tetrachlorodibenzodioxine",response to L-leucine,response to UV-A,response to X-ray,response to activity,response to axon injury,response to bile acid,response to cold,response to estradiol,response to fatty acid,response to food,response to gravity,response to heat,response to laminar fluid shear stress,response to muscle activity,response to muscle inactivity,response to oxidative stress,response to temperature stimulus,response to testosterone,response to transforming growth factor beta,response to vitamin D,reverse cholesterol transport,sensory perception,sensory perception of smell,serotonin binding,serotonin receptor signaling pathway,serotonin uptake,skeletal system development,smoothened signaling pathway,somatic hypermutation of immunoglobulin genes,spindle assembly involved in female meiosis,spleen development,spliceosomal complex assembly,startle response,sterol metabolic process,sterol response element binding,stress-activated MAPK cascade,sulfonylurea receptor binding,swimming behavior,"synaptic transmission, glutamatergic",system development,terpenoid transport,tolerance induction to self antigen,toll-like receptor 4 signaling pathway,toxin metabolic process,transcription cis-regulatory region binding,transforming growth factor beta receptor superfamily signaling pathway,transmembrane transporter activity,transmembrane transporter binding,transport across blood-brain barrier,triacylglycerol lipase activity,type I transforming growth factor beta receptor binding,uracil DNA N-glycosylase activity,vascular endothelial cell response to laminar fluid shear stress,white fat cell proliferation,xenobiotic transport across blood-brain barrier,label
"2,4-dinitrophenol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3,4-dichloroisocoumarin",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
3-methoxycatechol,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6-hydroxyflavone,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7,8-dihydroxyflavone",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7-methylxanthine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abl127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acarbose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
acetaminophen,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1
acetazolamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
